sentitweet,themetweet,Date,Number,searchterm,Theme
3,0,2015-09-30,7,Mulcair,healthcare
3,0,2015-10-01,3,Mulcair,healthcare
3,0,2015-10-02,3,Mulcair,healthcare
3,0,2015-10-03,15,Mulcair,healthcare
3,0,2015-10-04,21,Mulcair,healthcare
3,0,2015-10-05,15,Mulcair,healthcare
3,0,2015-10-06,9,Mulcair,healthcare
3,0,2015-10-07,9,Mulcair,healthcare
3,0,2015-10-08,24,Mulcair,healthcare
3,0,2015-10-09,23,Mulcair,healthcare
3,0,2015-10-10,18,Mulcair,healthcare
3,0,2015-10-11,24,Mulcair,healthcare
3,0,2015-10-12,7,Mulcair,healthcare
3,0,2015-10-13,11,Mulcair,healthcare
3,0,2015-10-14,18,Mulcair,healthcare
3,0,2015-10-15,22,Mulcair,healthcare
3,0,2015-10-16,16,Mulcair,healthcare
3,0,2015-10-17,9,Mulcair,healthcare
3,0,2015-10-18,30,Mulcair,healthcare
3,0,2015-10-19,25,Mulcair,healthcare
3,0,2015-10-20,39,Mulcair,healthcare
3,0,2015-10-21,17,Mulcair,healthcare
3,0,2015-10-22,7,Mulcair,healthcare
3,0,2015-10-23,2,Mulcair,healthcare
3,0,2015-10-24,3,Mulcair,healthcare
3,0,2015-10-25,1,Mulcair,healthcare
3,0,2015-10-26,9,Mulcair,healthcare
3,0,2015-10-27,4,Mulcair,healthcare
3,0,2015-10-28,2,Mulcair,healthcare
3,0,2015-10-29,1,Mulcair,healthcare
3,0,2015-10-30,3,Mulcair,healthcare
3,0,2015-10-31,1,Mulcair,healthcare
3,1,2015-09-28,1,Mulcair,healthcare
3,1,2015-10-01,3,Mulcair,healthcare
3,1,2015-10-04,4,Mulcair,healthcare
3,1,2015-10-06,3,Mulcair,healthcare
3,1,2015-10-07,4,Mulcair,healthcare
3,1,2015-10-08,2,Mulcair,healthcare
3,1,2015-10-09,4,Mulcair,healthcare
3,1,2015-10-10,6,Mulcair,healthcare
3,1,2015-10-12,1,Mulcair,healthcare
3,1,2015-10-14,2,Mulcair,healthcare
3,1,2015-10-15,3,Mulcair,healthcare
3,1,2015-10-16,4,Mulcair,healthcare
3,1,2015-10-17,1,Mulcair,healthcare
3,1,2015-10-18,1,Mulcair,healthcare
3,1,2015-10-19,3,Mulcair,healthcare
3,1,2015-10-20,2,Mulcair,healthcare
3,1,2015-10-21,1,Mulcair,healthcare
3,2,2015-10-11,3,Mulcair,healthcare
3,2,2015-10-18,2,Mulcair,healthcare
3,2,2015-10-19,1,Mulcair,healthcare
3,2,2015-10-21,1,Mulcair,healthcare
3,2,2015-10-27,1,Mulcair,healthcare
3,3,2015-10-06,2,Mulcair,healthcare
3,3,2015-10-16,1,Mulcair,healthcare
4,0,2015-09-28,2,Mulcair,healthcare
4,0,2015-09-30,1,Mulcair,healthcare
4,0,2015-10-01,2,Mulcair,healthcare
4,0,2015-10-02,2,Mulcair,healthcare
4,0,2015-10-03,2,Mulcair,healthcare
4,0,2015-10-04,1,Mulcair,healthcare
4,0,2015-10-05,1,Mulcair,healthcare
4,0,2015-10-07,1,Mulcair,healthcare
4,0,2015-10-08,2,Mulcair,healthcare
4,0,2015-10-09,2,Mulcair,healthcare
4,0,2015-10-10,2,Mulcair,healthcare
4,0,2015-10-11,2,Mulcair,healthcare
4,0,2015-10-12,2,Mulcair,healthcare
4,0,2015-10-13,6,Mulcair,healthcare
4,0,2015-10-14,5,Mulcair,healthcare
4,0,2015-10-15,1,Mulcair,healthcare
4,0,2015-10-16,1,Mulcair,healthcare
4,0,2015-10-17,4,Mulcair,healthcare
4,0,2015-10-19,5,Mulcair,healthcare
4,0,2015-10-20,14,Mulcair,healthcare
4,0,2015-10-21,2,Mulcair,healthcare
4,0,2015-10-22,2,Mulcair,healthcare
4,0,2015-10-23,1,Mulcair,healthcare
4,0,2015-10-26,1,Mulcair,healthcare
4,0,2015-10-27,3,Mulcair,healthcare
4,1,2015-10-12,1,Mulcair,healthcare
4,1,2015-10-14,1,Mulcair,healthcare
4,1,2015-10-15,1,Mulcair,healthcare
4,1,2015-10-19,1,Mulcair,healthcare
4,1,2015-10-20,1,Mulcair,healthcare
5,0,2015-09-29,1,Mulcair,healthcare
5,0,2015-10-12,1,Mulcair,healthcare
5,0,2015-10-13,1,Mulcair,healthcare
5,0,2015-10-18,1,Mulcair,healthcare
5,0,2015-10-19,2,Mulcair,healthcare
5,0,2015-10-20,1,Mulcair,healthcare
5,0,2015-10-21,1,Mulcair,healthcare
6,0,2015-10-13,1,Mulcair,healthcare
6,0,2015-10-20,2,Mulcair,healthcare
-8,0,2015-10-29,1,NDP,healthcare
-7,0,2015-10-01,2,NDP,healthcare
-6,0,2015-10-04,1,NDP,healthcare
-6,0,2015-10-08,1,NDP,healthcare
-6,0,2015-10-13,3,NDP,healthcare
-6,0,2015-10-14,1,NDP,healthcare
-6,0,2015-10-20,1,NDP,healthcare
-6,0,2015-10-23,3,NDP,healthcare
-6,0,2015-10-24,1,NDP,healthcare
-6,0,2015-10-28,2,NDP,healthcare
-5,0,2015-09-29,1,NDP,healthcare
-5,0,2015-10-01,1,NDP,healthcare
-5,0,2015-10-04,2,NDP,healthcare
-5,0,2015-10-05,1,NDP,healthcare
-5,0,2015-10-07,1,NDP,healthcare
-5,0,2015-10-09,1,NDP,healthcare
-5,0,2015-10-11,2,NDP,healthcare
-5,0,2015-10-12,2,NDP,healthcare
-5,0,2015-10-14,1,NDP,healthcare
-5,0,2015-10-15,4,NDP,healthcare
-5,0,2015-10-16,2,NDP,healthcare
-5,0,2015-10-20,1,NDP,healthcare
-5,0,2015-10-21,3,NDP,healthcare
-5,0,2015-10-23,2,NDP,healthcare
-5,0,2015-10-24,1,NDP,healthcare
-5,0,2015-10-27,3,NDP,healthcare
-5,0,2015-10-28,4,NDP,healthcare
-5,0,2015-10-29,1,NDP,healthcare
-5,0,2015-10-30,1,NDP,healthcare
-5,0,2015-10-31,1,NDP,healthcare
-5,1,2015-10-24,1,NDP,healthcare
-5,1,2015-10-26,1,NDP,healthcare
-4,0,2015-09-28,2,NDP,healthcare
-4,0,2015-09-29,1,NDP,healthcare
-4,0,2015-09-30,8,NDP,healthcare
-4,0,2015-10-01,4,NDP,healthcare
-4,0,2015-10-02,8,NDP,healthcare
-4,0,2015-10-03,3,NDP,healthcare
-4,0,2015-10-04,6,NDP,healthcare
-4,0,2015-10-05,6,NDP,healthcare
-4,0,2015-10-06,4,NDP,healthcare
-4,0,2015-10-07,2,NDP,healthcare
-4,0,2015-10-08,4,NDP,healthcare
-4,0,2015-10-09,5,NDP,healthcare
-4,0,2015-10-10,5,NDP,healthcare
-4,0,2015-10-11,4,NDP,healthcare
-4,0,2015-10-12,6,NDP,healthcare
-4,0,2015-10-13,5,NDP,healthcare
-4,0,2015-10-14,9,NDP,healthcare
-4,0,2015-10-15,2,NDP,healthcare
-4,0,2015-10-16,8,NDP,healthcare
-4,0,2015-10-17,1,NDP,healthcare
-4,0,2015-10-18,5,NDP,healthcare
-4,0,2015-10-19,4,NDP,healthcare
-4,0,2015-10-20,8,NDP,healthcare
-4,0,2015-10-21,19,NDP,healthcare
-4,0,2015-10-22,56,NDP,healthcare
-4,0,2015-10-23,14,NDP,healthcare
-4,0,2015-10-24,11,NDP,healthcare
-4,0,2015-10-25,1,NDP,healthcare
-4,0,2015-10-26,6,NDP,healthcare
-4,0,2015-10-27,11,NDP,healthcare
-4,0,2015-10-28,7,NDP,healthcare
-4,0,2015-10-29,10,NDP,healthcare
-4,0,2015-10-30,4,NDP,healthcare
-4,0,2015-10-31,1,NDP,healthcare
-4,1,2015-10-03,1,NDP,healthcare
-4,1,2015-10-04,3,NDP,healthcare
-4,1,2015-10-13,1,NDP,healthcare
-4,1,2015-10-21,1,NDP,healthcare
-4,1,2015-10-23,2,NDP,healthcare
-4,1,2015-10-26,1,NDP,healthcare
-4,1,2015-10-27,1,NDP,healthcare
-4,1,2015-10-28,1,NDP,healthcare
-4,1,2015-10-29,2,NDP,healthcare
-4,2,2015-10-18,1,NDP,healthcare
-4,4,2015-10-26,1,NDP,healthcare
-3,0,2015-09-28,8,NDP,healthcare
-3,0,2015-09-29,10,NDP,healthcare
-3,0,2015-09-30,18,NDP,healthcare
-3,0,2015-10-01,7,NDP,healthcare
-3,0,2015-10-02,11,NDP,healthcare
-3,0,2015-10-03,8,NDP,healthcare
-3,0,2015-10-04,22,NDP,healthcare
-3,0,2015-10-05,18,NDP,healthcare
-3,0,2015-10-06,18,NDP,healthcare
-3,0,2015-10-07,13,NDP,healthcare
-3,0,2015-10-08,18,NDP,healthcare
-3,0,2015-10-09,20,NDP,healthcare
-3,0,2015-10-10,13,NDP,healthcare
-3,0,2015-10-11,14,NDP,healthcare
-3,0,2015-10-12,18,NDP,healthcare
-3,0,2015-10-13,20,NDP,healthcare
-3,0,2015-10-14,47,NDP,healthcare
-3,0,2015-10-15,28,NDP,healthcare
-3,0,2015-10-16,30,NDP,healthcare
-3,0,2015-10-17,20,NDP,healthcare
-3,0,2015-10-18,33,NDP,healthcare
-3,0,2015-10-19,11,NDP,healthcare
-3,0,2015-10-20,42,NDP,healthcare
-3,0,2015-10-21,50,NDP,healthcare
-3,0,2015-10-22,53,NDP,healthcare
-3,0,2015-10-23,40,NDP,healthcare
-3,0,2015-10-24,27,NDP,healthcare
-3,0,2015-10-25,15,NDP,healthcare
-3,0,2015-10-26,42,NDP,healthcare
-3,0,2015-10-27,39,NDP,healthcare
-3,0,2015-10-28,36,NDP,healthcare
-3,0,2015-10-29,32,NDP,healthcare
-3,0,2015-10-30,30,NDP,healthcare
-3,0,2015-10-31,16,NDP,healthcare
-3,1,2015-09-29,1,NDP,healthcare
-3,1,2015-09-30,2,NDP,healthcare
-3,1,2015-10-01,2,NDP,healthcare
-3,1,2015-10-03,2,NDP,healthcare
-3,1,2015-10-05,6,NDP,healthcare
-3,1,2015-10-06,3,NDP,healthcare
-3,1,2015-10-07,4,NDP,healthcare
-3,1,2015-10-08,1,NDP,healthcare
-3,1,2015-10-09,1,NDP,healthcare
-3,1,2015-10-12,2,NDP,healthcare
-3,1,2015-10-13,4,NDP,healthcare
-3,1,2015-10-14,4,NDP,healthcare
-3,1,2015-10-15,2,NDP,healthcare
-3,1,2015-10-16,6,NDP,healthcare
-3,1,2015-10-17,4,NDP,healthcare
-3,1,2015-10-18,5,NDP,healthcare
-3,1,2015-10-20,6,NDP,healthcare
-3,1,2015-10-21,7,NDP,healthcare
-3,1,2015-10-23,2,NDP,healthcare
-3,1,2015-10-24,2,NDP,healthcare
-3,1,2015-10-26,1,NDP,healthcare
-3,1,2015-10-27,2,NDP,healthcare
-3,1,2015-10-28,1,NDP,healthcare
-3,1,2015-10-29,1,NDP,healthcare
-3,1,2015-10-30,4,NDP,healthcare
-3,2,2015-10-04,2,NDP,healthcare
-3,2,2015-10-11,1,NDP,healthcare
-3,2,2015-10-19,1,NDP,healthcare
-3,2,2015-10-20,1,NDP,healthcare
-3,2,2015-10-31,1,NDP,healthcare
-3,3,2015-10-22,2,NDP,healthcare
-3,3,2015-10-26,2,NDP,healthcare
-2,0,2015-09-28,42,NDP,healthcare
-2,0,2015-09-29,62,NDP,healthcare
-2,0,2015-09-30,77,NDP,healthcare
-2,0,2015-10-01,49,NDP,healthcare
-2,0,2015-10-02,56,NDP,healthcare
-2,0,2015-10-03,57,NDP,healthcare
-2,0,2015-10-04,110,NDP,healthcare
-2,0,2015-10-05,111,NDP,healthcare
-2,0,2015-10-06,54,NDP,healthcare
-2,0,2015-10-07,72,NDP,healthcare
-2,0,2015-10-08,80,NDP,healthcare
-2,0,2015-10-09,87,NDP,healthcare
-2,0,2015-10-10,59,NDP,healthcare
-2,0,2015-10-11,96,NDP,healthcare
-2,0,2015-10-12,84,NDP,healthcare
-2,0,2015-10-13,105,NDP,healthcare
-2,0,2015-10-14,117,NDP,healthcare
-2,0,2015-10-15,104,NDP,healthcare
-2,0,2015-10-16,135,NDP,healthcare
-2,0,2015-10-17,68,NDP,healthcare
-2,0,2015-10-18,81,NDP,healthcare
-2,0,2015-10-19,89,NDP,healthcare
-2,0,2015-10-20,220,NDP,healthcare
-2,0,2015-10-21,197,NDP,healthcare
-2,0,2015-10-22,161,NDP,healthcare
-2,0,2015-10-23,174,NDP,healthcare
-2,0,2015-10-24,80,NDP,healthcare
-2,0,2015-10-25,73,NDP,healthcare
-2,0,2015-10-26,129,NDP,healthcare
-2,0,2015-10-27,123,NDP,healthcare
-2,0,2015-10-28,108,NDP,healthcare
-2,0,2015-10-29,121,NDP,healthcare
-2,0,2015-10-30,115,NDP,healthcare
-2,0,2015-10-31,62,NDP,healthcare
-2,1,2015-09-28,2,NDP,healthcare
-2,1,2015-09-29,3,NDP,healthcare
-2,1,2015-09-30,4,NDP,healthcare
-2,1,2015-10-02,3,NDP,healthcare
-2,1,2015-10-03,3,NDP,healthcare
-2,1,2015-10-04,11,NDP,healthcare
-2,1,2015-10-05,9,NDP,healthcare
-2,1,2015-10-07,73,NDP,healthcare
-2,1,2015-10-08,8,NDP,healthcare
-2,1,2015-10-09,10,NDP,healthcare
-2,1,2015-10-10,7,NDP,healthcare
-2,1,2015-10-11,6,NDP,healthcare
-2,1,2015-10-12,10,NDP,healthcare
-2,1,2015-10-13,7,NDP,healthcare
-2,1,2015-10-14,12,NDP,healthcare
-2,1,2015-10-15,11,NDP,healthcare
-2,1,2015-10-16,17,NDP,healthcare
-2,1,2015-10-17,4,NDP,healthcare
-2,1,2015-10-18,7,NDP,healthcare
-2,1,2015-10-19,3,NDP,healthcare
-2,1,2015-10-20,11,NDP,healthcare
-2,1,2015-10-21,23,NDP,healthcare
-2,1,2015-10-22,15,NDP,healthcare
-2,1,2015-10-23,11,NDP,healthcare
-2,1,2015-10-24,6,NDP,healthcare
-2,1,2015-10-25,1,NDP,healthcare
-2,1,2015-10-26,15,NDP,healthcare
-2,1,2015-10-27,8,NDP,healthcare
-2,1,2015-10-28,5,NDP,healthcare
-2,1,2015-10-29,17,NDP,healthcare
-2,1,2015-10-30,21,NDP,healthcare
-2,1,2015-10-31,14,NDP,healthcare
-2,2,2015-09-28,1,NDP,healthcare
-2,2,2015-10-06,2,NDP,healthcare
-2,2,2015-10-07,1,NDP,healthcare
-2,2,2015-10-08,2,NDP,healthcare
-2,2,2015-10-09,4,NDP,healthcare
-2,2,2015-10-12,2,NDP,healthcare
-2,2,2015-10-13,4,NDP,healthcare
-2,2,2015-10-14,1,NDP,healthcare
-2,2,2015-10-16,1,NDP,healthcare
-2,2,2015-10-18,1,NDP,healthcare
-2,2,2015-10-21,2,NDP,healthcare
-2,2,2015-10-22,1,NDP,healthcare
-2,2,2015-10-23,1,NDP,healthcare
-2,2,2015-10-25,2,NDP,healthcare
-2,2,2015-10-26,1,NDP,healthcare
-2,2,2015-10-29,1,NDP,healthcare
-2,2,2015-10-30,1,NDP,healthcare
-2,2,2015-10-31,1,NDP,healthcare
-2,3,2015-09-29,2,NDP,healthcare
-2,3,2015-10-01,1,NDP,healthcare
-2,3,2015-10-22,1,NDP,healthcare
-2,3,2015-10-26,1,NDP,healthcare
-1,0,2015-09-28,201,NDP,healthcare
-1,0,2015-09-29,232,NDP,healthcare
-1,0,2015-09-30,257,NDP,healthcare
-1,0,2015-10-01,161,NDP,healthcare
-1,0,2015-10-02,161,NDP,healthcare
-1,0,2015-10-03,201,NDP,healthcare
-1,0,2015-10-04,317,NDP,healthcare
-1,0,2015-10-05,427,NDP,healthcare
-1,0,2015-10-06,131,NDP,healthcare
-1,0,2015-10-07,296,NDP,healthcare
-1,0,2015-10-08,427,NDP,healthcare
-1,0,2015-10-09,317,NDP,healthcare
-1,0,2015-10-10,257,NDP,healthcare
-1,0,2015-10-11,378,NDP,healthcare
-1,0,2015-10-12,307,NDP,healthcare
-1,0,2015-10-13,311,NDP,healthcare
-1,0,2015-10-14,323,NDP,healthcare
-1,0,2015-10-15,365,NDP,healthcare
-1,0,2015-10-16,371,NDP,healthcare
-1,0,2015-10-17,240,NDP,healthcare
-1,0,2015-10-18,450,NDP,healthcare
-1,0,2015-10-19,448,NDP,healthcare
-1,0,2015-10-20,510,NDP,healthcare
-1,0,2015-10-21,610,NDP,healthcare
-1,0,2015-10-22,524,NDP,healthcare
-1,0,2015-10-23,430,NDP,healthcare
-1,0,2015-10-24,263,NDP,healthcare
-1,0,2015-10-25,236,NDP,healthcare
-1,0,2015-10-26,388,NDP,healthcare
-1,0,2015-10-27,549,NDP,healthcare
-1,0,2015-10-28,574,NDP,healthcare
-1,0,2015-10-29,515,NDP,healthcare
-1,0,2015-10-30,479,NDP,healthcare
-1,0,2015-10-31,275,NDP,healthcare
-1,1,2015-09-28,18,NDP,healthcare
-1,1,2015-09-29,16,NDP,healthcare
-1,1,2015-09-30,17,NDP,healthcare
-1,1,2015-10-01,30,NDP,healthcare
-1,1,2015-10-02,14,NDP,healthcare
-1,1,2015-10-03,18,NDP,healthcare
-1,1,2015-10-04,19,NDP,healthcare
-1,1,2015-10-05,47,NDP,healthcare
-1,1,2015-10-06,17,NDP,healthcare
-1,1,2015-10-07,36,NDP,healthcare
-1,1,2015-10-08,18,NDP,healthcare
-1,1,2015-10-09,26,NDP,healthcare
-1,1,2015-10-10,21,NDP,healthcare
-1,1,2015-10-11,42,NDP,healthcare
-1,1,2015-10-12,36,NDP,healthcare
-1,1,2015-10-13,31,NDP,healthcare
-1,1,2015-10-14,36,NDP,healthcare
-1,1,2015-10-15,45,NDP,healthcare
-1,1,2015-10-16,27,NDP,healthcare
-1,1,2015-10-17,29,NDP,healthcare
-1,1,2015-10-18,38,NDP,healthcare
-1,1,2015-10-19,26,NDP,healthcare
-1,1,2015-10-20,35,NDP,healthcare
-1,1,2015-10-21,42,NDP,healthcare
-1,1,2015-10-22,39,NDP,healthcare
-1,1,2015-10-23,46,NDP,healthcare
-1,1,2015-10-24,19,NDP,healthcare
-1,1,2015-10-25,7,NDP,healthcare
-1,1,2015-10-26,35,NDP,healthcare
-1,1,2015-10-27,41,NDP,healthcare
-1,1,2015-10-28,42,NDP,healthcare
-1,1,2015-10-29,41,NDP,healthcare
-1,1,2015-10-30,40,NDP,healthcare
-1,1,2015-10-31,13,NDP,healthcare
-1,2,2015-09-29,1,NDP,healthcare
-1,2,2015-09-30,1,NDP,healthcare
-1,2,2015-10-01,2,NDP,healthcare
-1,2,2015-10-02,1,NDP,healthcare
-1,2,2015-10-03,2,NDP,healthcare
-1,2,2015-10-04,3,NDP,healthcare
-1,2,2015-10-05,2,NDP,healthcare
-1,2,2015-10-06,6,NDP,healthcare
-1,2,2015-10-07,1,NDP,healthcare
-1,2,2015-10-08,3,NDP,healthcare
-1,2,2015-10-09,1,NDP,healthcare
-1,2,2015-10-10,3,NDP,healthcare
-1,2,2015-10-11,5,NDP,healthcare
-1,2,2015-10-12,2,NDP,healthcare
-1,2,2015-10-13,5,NDP,healthcare
-1,2,2015-10-14,6,NDP,healthcare
-1,2,2015-10-15,3,NDP,healthcare
-1,2,2015-10-16,3,NDP,healthcare
-1,2,2015-10-17,1,NDP,healthcare
-1,2,2015-10-18,3,NDP,healthcare
-1,2,2015-10-19,4,NDP,healthcare
-1,2,2015-10-20,5,NDP,healthcare
-1,2,2015-10-21,4,NDP,healthcare
-1,2,2015-10-22,4,NDP,healthcare
-1,2,2015-10-23,1,NDP,healthcare
-1,2,2015-10-24,2,NDP,healthcare
-1,2,2015-10-26,4,NDP,healthcare
-1,2,2015-10-27,2,NDP,healthcare
-1,2,2015-10-28,4,NDP,healthcare
-1,2,2015-10-29,4,NDP,healthcare
-1,2,2015-10-31,1,NDP,healthcare
-1,3,2015-09-28,1,NDP,healthcare
-1,3,2015-09-29,1,NDP,healthcare
-1,3,2015-10-06,1,NDP,healthcare
-1,3,2015-10-16,1,NDP,healthcare
-1,3,2015-10-19,1,NDP,healthcare
-1,3,2015-10-21,1,NDP,healthcare
-1,3,2015-10-22,5,NDP,healthcare
-1,3,2015-10-23,1,NDP,healthcare
-1,3,2015-10-25,1,NDP,healthcare
-1,3,2015-10-26,3,NDP,healthcare
-1,3,2015-10-30,1,NDP,healthcare
0,0,2015-09-28,529,NDP,healthcare
0,0,2015-09-29,527,NDP,healthcare
0,0,2015-09-30,606,NDP,healthcare
0,0,2015-10-01,529,NDP,healthcare
0,0,2015-10-02,503,NDP,healthcare
0,0,2015-10-03,468,NDP,healthcare
0,0,2015-10-04,892,NDP,healthcare
0,0,2015-10-05,1081,NDP,healthcare
0,0,2015-10-06,518,NDP,healthcare
0,0,2015-10-07,970,NDP,healthcare
0,0,2015-10-08,961,NDP,healthcare
0,0,2015-10-09,1043,NDP,healthcare
0,0,2015-10-10,891,NDP,healthcare
0,0,2015-10-11,985,NDP,healthcare
0,0,2015-10-12,952,NDP,healthcare
0,0,2015-10-13,1014,NDP,healthcare
0,0,2015-10-14,1150,NDP,healthcare
0,0,2015-10-15,1077,NDP,healthcare
0,0,2015-10-16,1067,NDP,healthcare
0,0,2015-10-17,949,NDP,healthcare
0,0,2015-10-18,1188,NDP,healthcare
0,0,2015-10-19,1835,NDP,healthcare
0,0,2015-10-20,1251,NDP,healthcare
0,0,2015-10-21,1393,NDP,healthcare
0,0,2015-10-22,1398,NDP,healthcare
0,0,2015-10-23,1457,NDP,healthcare
0,0,2015-10-24,901,NDP,healthcare
0,0,2015-10-25,720,NDP,healthcare
0,0,2015-10-26,1330,NDP,healthcare
0,0,2015-10-27,1603,NDP,healthcare
0,0,2015-10-28,1348,NDP,healthcare
0,0,2015-10-29,1084,NDP,healthcare
0,0,2015-10-30,1113,NDP,healthcare
0,0,2015-10-31,695,NDP,healthcare
0,0,NA,1,NDP,healthcare
0,1,2015-09-28,47,NDP,healthcare
0,1,2015-09-29,35,NDP,healthcare
0,1,2015-09-30,26,NDP,healthcare
0,1,2015-10-01,64,NDP,healthcare
0,1,2015-10-02,36,NDP,healthcare
0,1,2015-10-03,35,NDP,healthcare
0,1,2015-10-04,53,NDP,healthcare
0,1,2015-10-05,74,NDP,healthcare
0,1,2015-10-06,51,NDP,healthcare
0,1,2015-10-07,73,NDP,healthcare
0,1,2015-10-08,95,NDP,healthcare
0,1,2015-10-09,66,NDP,healthcare
0,1,2015-10-10,67,NDP,healthcare
0,1,2015-10-11,68,NDP,healthcare
0,1,2015-10-12,62,NDP,healthcare
0,1,2015-10-13,68,NDP,healthcare
0,1,2015-10-14,74,NDP,healthcare
0,1,2015-10-15,80,NDP,healthcare
0,1,2015-10-16,70,NDP,healthcare
0,1,2015-10-17,83,NDP,healthcare
0,1,2015-10-18,100,NDP,healthcare
0,1,2015-10-19,115,NDP,healthcare
0,1,2015-10-20,94,NDP,healthcare
0,1,2015-10-21,94,NDP,healthcare
0,1,2015-10-22,90,NDP,healthcare
0,1,2015-10-23,65,NDP,healthcare
0,1,2015-10-24,52,NDP,healthcare
0,1,2015-10-25,56,NDP,healthcare
0,1,2015-10-26,64,NDP,healthcare
0,1,2015-10-27,188,NDP,healthcare
0,1,2015-10-28,102,NDP,healthcare
0,1,2015-10-29,119,NDP,healthcare
0,1,2015-10-30,61,NDP,healthcare
0,1,2015-10-31,45,NDP,healthcare
0,2,2015-09-28,6,NDP,healthcare
0,2,2015-09-29,5,NDP,healthcare
0,2,2015-09-30,4,NDP,healthcare
0,2,2015-10-01,9,NDP,healthcare
0,2,2015-10-02,2,NDP,healthcare
0,2,2015-10-03,3,NDP,healthcare
0,2,2015-10-04,6,NDP,healthcare
0,2,2015-10-05,15,NDP,healthcare
0,2,2015-10-06,7,NDP,healthcare
0,2,2015-10-07,4,NDP,healthcare
0,2,2015-10-08,12,NDP,healthcare
0,2,2015-10-09,11,NDP,healthcare
0,2,2015-10-10,12,NDP,healthcare
0,2,2015-10-11,10,NDP,healthcare
0,2,2015-10-12,7,NDP,healthcare
0,2,2015-10-13,4,NDP,healthcare
0,2,2015-10-14,19,NDP,healthcare
0,2,2015-10-15,2,NDP,healthcare
0,2,2015-10-16,6,NDP,healthcare
0,2,2015-10-17,5,NDP,healthcare
0,2,2015-10-18,6,NDP,healthcare
0,2,2015-10-19,12,NDP,healthcare
0,2,2015-10-20,8,NDP,healthcare
0,2,2015-10-21,18,NDP,healthcare
0,2,2015-10-22,11,NDP,healthcare
0,2,2015-10-23,8,NDP,healthcare
0,2,2015-10-24,2,NDP,healthcare
0,2,2015-10-25,3,NDP,healthcare
0,2,2015-10-26,10,NDP,healthcare
0,2,2015-10-27,3,NDP,healthcare
0,2,2015-10-28,15,NDP,healthcare
0,2,2015-10-29,4,NDP,healthcare
0,2,2015-10-30,4,NDP,healthcare
0,2,2015-10-31,6,NDP,healthcare
0,3,2015-09-28,2,NDP,healthcare
0,3,2015-10-01,1,NDP,healthcare
0,3,2015-10-02,4,NDP,healthcare
0,3,2015-10-04,1,NDP,healthcare
0,3,2015-10-05,1,NDP,healthcare
0,3,2015-10-06,2,NDP,healthcare
0,3,2015-10-08,1,NDP,healthcare
0,3,2015-10-09,2,NDP,healthcare
0,3,2015-10-11,1,NDP,healthcare
0,3,2015-10-12,1,NDP,healthcare
0,3,2015-10-13,1,NDP,healthcare
0,3,2015-10-16,2,NDP,healthcare
0,3,2015-10-19,1,NDP,healthcare
0,3,2015-10-20,2,NDP,healthcare
0,3,2015-10-22,1,NDP,healthcare
0,3,2015-10-23,2,NDP,healthcare
0,3,2015-10-24,1,NDP,healthcare
0,3,2015-10-27,1,NDP,healthcare
0,3,2015-10-29,4,NDP,healthcare
0,4,2015-09-30,1,NDP,healthcare
0,4,2015-10-01,1,NDP,healthcare
0,4,2015-10-06,1,NDP,healthcare
0,4,2015-10-08,2,NDP,healthcare
0,4,2015-10-13,1,NDP,healthcare
0,4,2015-10-16,1,NDP,healthcare
0,4,2015-10-26,1,NDP,healthcare
0,5,2015-10-04,1,NDP,healthcare
1,0,2015-09-28,260,NDP,healthcare
1,0,2015-09-29,205,NDP,healthcare
1,0,2015-09-30,233,NDP,healthcare
1,0,2015-10-01,276,NDP,healthcare
1,0,2015-10-02,233,NDP,healthcare
1,0,2015-10-03,233,NDP,healthcare
1,0,2015-10-04,443,NDP,healthcare
1,0,2015-10-05,416,NDP,healthcare
1,0,2015-10-06,254,NDP,healthcare
1,0,2015-10-07,482,NDP,healthcare
1,0,2015-10-08,556,NDP,healthcare
1,0,2015-10-09,537,NDP,healthcare
1,0,2015-10-10,416,NDP,healthcare
1,0,2015-10-11,412,NDP,healthcare
1,0,2015-10-12,471,NDP,healthcare
1,0,2015-10-13,451,NDP,healthcare
1,0,2015-10-14,409,NDP,healthcare
1,0,2015-10-15,371,NDP,healthcare
1,0,2015-10-16,407,NDP,healthcare
1,0,2015-10-17,403,NDP,healthcare
1,0,2015-10-18,448,NDP,healthcare
1,0,2015-10-19,714,NDP,healthcare
1,0,2015-10-20,630,NDP,healthcare
1,0,2015-10-21,561,NDP,healthcare
1,0,2015-10-22,610,NDP,healthcare
1,0,2015-10-23,608,NDP,healthcare
1,0,2015-10-24,312,NDP,healthcare
1,0,2015-10-25,291,NDP,healthcare
1,0,2015-10-26,357,NDP,healthcare
1,0,2015-10-27,548,NDP,healthcare
1,0,2015-10-28,566,NDP,healthcare
1,0,2015-10-29,374,NDP,healthcare
1,0,2015-10-30,388,NDP,healthcare
1,0,2015-10-31,302,NDP,healthcare
1,1,2015-09-28,24,NDP,healthcare
1,1,2015-09-29,21,NDP,healthcare
1,1,2015-09-30,18,NDP,healthcare
1,1,2015-10-01,23,NDP,healthcare
1,1,2015-10-02,35,NDP,healthcare
1,1,2015-10-03,20,NDP,healthcare
1,1,2015-10-04,28,NDP,healthcare
1,1,2015-10-05,51,NDP,healthcare
1,1,2015-10-06,30,NDP,healthcare
1,1,2015-10-07,42,NDP,healthcare
